Owner,Repository,Xtext File,Mwe2 File,New File
goldschmiede,2012-02-03_dsls_mit_xtext,"goldschmiede-2012-02-03_dsls_mit_xtext-a349953/Xtext-Xtend2-Tutorial/de.goldschmiede.bodsl/bin/de/goldschmiede/bodsl/BusinessObjectDsl.xtext,goldschmiede-2012-02-03_dsls_mit_xtext-a349953/Xtext-Xtend2-Tutorial/de.goldschmiede.bodsl/src/de/goldschmiede/bodsl/BusinessObjectDsl.xtext,goldschmiede-2012-02-03_dsls_mit_xtext-a349953/Xtext-Xtend2-Tutorial/de.goldschmiede.mapdsl/bin/de/goldschmiede/mapdsl/MapDsl.xtext,goldschmiede-2012-02-03_dsls_mit_xtext-a349953/Xtext-Xtend2-Tutorial/de.goldschmiede.mapdsl/src/de/goldschmiede/mapdsl/MapDsl.xtext","goldschmiede-2012-02-03_dsls_mit_xtext-a349953/Xtext-Xtend2-Tutorial/de.goldschmiede.bodsl/bin/de/goldschmiede/bodsl/GenerateBusinessObjectDsl.mwe2,goldschmiede-2012-02-03_dsls_mit_xtext-a349953/Xtext-Xtend2-Tutorial/de.goldschmiede.bodsl/bin/de/goldschmiede/bodsl/generator/BusinessObjectDslGeneratorMWE.mwe2,goldschmiede-2012-02-03_dsls_mit_xtext-a349953/Xtext-Xtend2-Tutorial/de.goldschmiede.bodsl/src/de/goldschmiede/bodsl/GenerateBusinessObjectDsl.mwe2,goldschmiede-2012-02-03_dsls_mit_xtext-a349953/Xtext-Xtend2-Tutorial/de.goldschmiede.bodsl/src/de/goldschmiede/bodsl/generator/BusinessObjectDslGeneratorMWE.mwe2,goldschmiede-2012-02-03_dsls_mit_xtext-a349953/Xtext-Xtend2-Tutorial/de.goldschmiede.mapdsl/bin/de/goldschmiede/mapdsl/GenerateMapDsl.mwe2,goldschmiede-2012-02-03_dsls_mit_xtext-a349953/Xtext-Xtend2-Tutorial/de.goldschmiede.mapdsl/bin/de/goldschmiede/mapdsl/generator/MapDslGeneratorMWE.mwe2,goldschmiede-2012-02-03_dsls_mit_xtext-a349953/Xtext-Xtend2-Tutorial/de.goldschmiede.mapdsl/src/de/goldschmiede/mapdsl/GenerateMapDsl.mwe2,goldschmiede-2012-02-03_dsls_mit_xtext-a349953/Xtext-Xtend2-Tutorial/de.goldschmiede.mapdsl/src/de/goldschmiede/mapdsl/generator/MapDslGeneratorMWE.mwe2",null
kthoms,org.eclipse.xtext.example.domainmodel,"threadedblue-org.eclipse.xtext.example.domainmodel-8a5e6f2/bin/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,threadedblue-org.eclipse.xtext.example.domainmodel-8a5e6f2/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext","threadedblue-org.eclipse.xtext.example.domainmodel-8a5e6f2/bin/org/eclipse/xtext/example/domainmodel/GenerateDomainmodel.mwe2,threadedblue-org.eclipse.xtext.example.domainmodel-8a5e6f2/src/org/eclipse/xtext/example/domainmodel/GenerateDomainmodel.mwe2",null
Reitzner,xtextmaven,Reitzner-xtextmaven-8459fa8/com.agcs.eim.datastore.parent/com.agcs.eim.datastore/src/main/java/com/agcs/eim/datastore/Datavault.xtext,Reitzner-xtextmaven-8459fa8/com.agcs.eim.datastore.parent/com.agcs.eim.datastore/src/main/java/com/agcs/eim/datastore/GenerateDatavault.mwe2,Reitzner-xtextmaven-8459fa8/com.agcs.eim.datastore.etl/src/main/java/testmodel.datavault
hectorsun,xtextonboost,null,null,null
duck2,xtextbg,null,null,null
HolyCityAudio,SpinCAD-Builder,"HolyCityAudio-SpinCAD-Builder-4b722b0/com.holycityaudio.spincad/bin/com/holycityaudio/spincad/SpinCAD.xtext,HolyCityAudio-SpinCAD-Builder-4b722b0/com.holycityaudio.spincad/src/com/holycityaudio/spincad/SpinCAD.xtext,HolyCityAudio-SpinCAD-Builder-4b722b0/com.holycityaudio.spincadmenu/src/com/holycityaudio/spincadmenu/SpinCADMenu.xtext","HolyCityAudio-SpinCAD-Builder-4b722b0/com.holycityaudio.spincad/src/com/holycityaudio/spincad/GenerateSpinCAD.mwe2,HolyCityAudio-SpinCAD-Builder-4b722b0/com.holycityaudio.spincadmenu/src/com/holycityaudio/spincadmenu/GenerateSpinCADMenu.mwe2",null
ceefour,glproto,ceefour-glproto-c24700a/com.soluvas.glproto/src/com/soluvas/glproto/Glproto.xtext,"ceefour-glproto-c24700a/com.soluvas.glproto/src/com/soluvas/glproto/GenerateGlproto.mwe2,ceefour-glproto-c24700a/com.soluvas.glproto/src/com/soluvas/glproto/generator/GlprotoGeneratorMWE.mwe2",null
DECENTSoftwareAssessment,dag.m1x.tests,null,null,null
gvd,xtext-sm,gvd-xtext-sm-86b4ee3/com.ghvandoorn.xtext.statemachine/src/com/ghvandoorn/xtext/statemachine/Dsl.xtext,gvd-xtext-sm-86b4ee3/com.ghvandoorn.xtext.statemachine/src/com/ghvandoorn/xtext/statemachine/GenerateDsl.mwe2,null
davidmpaz,php.ware.web.ui,null,null,null
DanielWeber,xtextext,null,null,null
fzalila,xtextfsm,fzalila-xtextfsm-d15ec04/org.xtext.example.mydsl3/src/org/xtext/example/mydsl3/FSM.xtext,fzalila-xtextfsm-d15ec04/org.xtext.example.mydsl3/src/org/xtext/example/mydsl3/GenerateFSM.mwe2,fzalila-xtextfsm-d15ec04/fsm-example/My.fsm
DECENTSoftwareAssessment,dag.m1x.sdk,null,null,null
jgoppert,xmodelica,jgoppert-xmodelica-294ceaf/xmodelica/src/xmodelica/Modelica.xtext,jgoppert-xmodelica-294ceaf/xmodelica/src/xmodelica/GenerateModelica.mwe2,null
Vinayakatk,xtextgeneratetest,null,null,null
deb-sandeep,com.sandy.xtext.jovenotes,"deb-sandeep-com.sandy.xtext.jovenotes-df87535/bin/com/sandy/xtext/JoveNotes.xtext,deb-sandeep-com.sandy.xtext.jovenotes-df87535/src/com/sandy/xtext/JoveNotes.xtext","deb-sandeep-com.sandy.xtext.jovenotes-df87535/bin/com/sandy/xtext/GenerateJoveNotes.mwe2,deb-sandeep-com.sandy.xtext.jovenotes-df87535/src/com/sandy/xtext/GenerateJoveNotes.mwe2",null
DECENTSoftwareAssessment,dag.m1x.ui,null,null,null
viatra,viatra-evm-xtext,viatra-viatra-evm-xtext-c47d1e6/com.incquerylabs.evm.xtext.example/src/com/incquerylabs/evm/xtext/example/ExampleLanguage.xtext,viatra-viatra-evm-xtext-c47d1e6/com.incquerylabs.evm.xtext.example/src/com/incquerylabs/evm/xtext/example/GenerateExampleLanguage.mwe2,"viatra-viatra-evm-xtext-c47d1e6/example-language/t1.example,viatra-viatra-evm-xtext-c47d1e6/example-language/t2.example"
protossoftware,ReqText,protossoftware-ReqText-a835378/plugins/de.protos.reqtext.parent/de.protos.reqtext/src/de/protos/reqtext/ReqText.xtext,protossoftware-ReqText-a835378/plugins/de.protos.reqtext.parent/de.protos.reqtext/src/de/protos/reqtext/GenerateReqText.mwe2,"protossoftware-ReqText-a835378/examples/de.protos.reqtext.requirements/model/example.reqtext,protossoftware-ReqText-a835378/examples/de.protos.reqtext.requirements/model/states.reqtext"
meysholdt,e4dsl,meysholdt-e4dsl-daaa578/org.eclipse.e4.ui.model.workbench.xtext/src/org/eclipse/e4/ui/model/workbench/TextualWorkbench.xtext,meysholdt-e4dsl-daaa578/org.eclipse.e4.ui.model.workbench.xtext/src/org/eclipse/e4/ui/model/workbench/GenerateTextualWorkbench.mwe2,null
benzait27,Xtext.Promo,benzait27-Xtext.Promo-ad0fcfd/fr.pari10.miage.promo/src/fr/pari10/miage/promo/PromoDSL.xtext,benzait27-Xtext.Promo-ad0fcfd/fr.pari10.miage.promo/src/fr/pari10/miage/promo/GeneratePromoDSL.mwe2,null
malakeel,myDsl,"malakeel-myDsl-f3246c3/MyDsl.xtext,malakeel-myDsl-f3246c3/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext",malakeel-myDsl-f3246c3/org.xtext.example.mydsl/src/org/xtext/example/mydsl/GenerateMyDsl.mwe2,null
npalix,org.eclipse.xtext.example.arithmetics,npalix-org.eclipse.xtext.example.arithmetics-fec06e7/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.xtext,npalix-org.eclipse.xtext.example.arithmetics-fec06e7/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/GenerateArithmetics.mwe2,null
sormgabriel,textual_verduler,null,null,null
ekowahyudi,examplextext,null,null,null
DECENTSoftwareAssessment,famix.m3x.ui,null,null,null
nakul02,sialx-xtext-ide,nakul02-sialx-xtext-ide-9868fab/edu.ufl.cise.sial/src/edu/ufl/cise/sial/Sial.xtext,nakul02-sialx-xtext-ide-9868fab/edu.ufl.cise.sial/src/edu/ufl/cise/sial/GenerateSial.mwe2,null
kduske-n4,DomainModel,drkstr101-Domainmodel-06b0ca0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,drkstr101-Domainmodel-06b0ca0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/GenerateDomainmodel.mwe2,null
Infoly,SmallJava,null,null,null
inakuhn,de.htwg.mdse.setgame.entities.parent,inakuhn-de.htwg.mdse.setgame.entities.parent-350f59c/de.htwg.mdse.setgame.entities/src/de/htwg/mdse/setgame/entities/Entities.xtext,inakuhn-de.htwg.mdse.setgame.entities.parent-350f59c/de.htwg.mdse.setgame.entities/src/de/htwg/mdse/setgame/entities/GenerateEntities.mwe2,null
mlanoe,x-vhdl,mlanoe-x-vhdl-b7c74e6/plugins/net.mlanoe.language.vhdl.xtext/src/net/mlanoe/language/vhdl/xtext/Vhdl.xtext,mlanoe-x-vhdl-b7c74e6/plugins/net.mlanoe.language.vhdl.xtext/src/net/mlanoe/language/vhdl/xtext/GenerateVhdl.mwe2,null
DECENTSoftwareAssessment,famix.m3x.tests,null,null,null
nkonev,CalcXtext,nkonev-CalcXtext-73c233c/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.xtext,nkonev-CalcXtext-73c233c/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.mwe2,nkonev-CalcXtext-73c233c/arithmetic-testbench/src/one.calc
meysholdt,xtext_examples,"meysholdt-xtext_examples-88d39a8/xtext_2.4.0/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.4.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.4.0/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/Statemachine.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.4.3/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.4.3/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.4.3/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/Statemachine.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.5.4/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.5.4/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.5.4/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/Statemachine.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.6.0/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.6.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.6.0/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/Statemachine.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.6.2/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.6.2/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.6.2/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/Statemachine.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.7.3/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.7.3/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.7.3/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/Statemachine.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.8.3/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.8.3/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.8.3/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/Statemachine.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.8.3/org.eclipse.xtext.example.homeautomation/src/org/eclipse/xtext/example/homeautomation/RuleEngine.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.8.4/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.8.4/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.8.4/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/Statemachine.xtext,meysholdt-xtext_examples-88d39a8/xtext_2.8.4/org.eclipse.xtext.example.homeautomation/src/org/eclipse/xtext/example/homeautomation/RuleEngine.xtext","meysholdt-xtext_examples-88d39a8/xtext_2.4.0/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.4.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/GenerateDomainmodelLanguage.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.4.0/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/GenerateStatemachine.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.4.0/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/generator/StatemachineGeneratorMWE.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.4.3/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.4.3/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/GenerateDomainmodelLanguage.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.4.3/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/GenerateStatemachine.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.4.3/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/generator/StatemachineGeneratorMWE.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.5.4/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.5.4/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/GenerateDomainmodelLanguage.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.5.4/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/GenerateStatemachine.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.6.0/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.6.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/GenerateDomainmodelLanguage.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.6.0/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/GenerateStatemachine.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.6.2/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.6.2/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/GenerateDomainmodelLanguage.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.6.2/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/GenerateStatemachine.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.7.3/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.7.3/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/GenerateDomainmodelLanguage.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.7.3/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/GenerateStatemachine.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.8.3/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.8.3/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/GenerateDomainmodelLanguage.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.8.3/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/GenerateStatemachine.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.8.3/org.eclipse.xtext.example.homeautomation/src/org/eclipse/xtext/example/homeautomation/GenerateRuleEngine.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.8.4/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.8.4/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/GenerateDomainmodelLanguage.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.8.4/org.eclipse.xtext.example.fowlerdsl/src/org/eclipse/xtext/example/fowlerdsl/GenerateStatemachine.mwe2,meysholdt-xtext_examples-88d39a8/xtext_2.8.4/org.eclipse.xtext.example.homeautomation/src/org/eclipse/xtext/example/homeautomation/GenerateRuleEngine.mwe2",null
manuelleduc,xtext-lib,null,null,null
xarvey,atom-xtext-package,xarvey-atom-xtext-package-6c05a4b/example.xtext,xarvey-atom-xtext-package-6c05a4b/GenerateMyDsl.mwe2,xarvey-atom-xtext-package-6c05a4b/sample.mydsl1
LolloCorte,bpel-xtext,"LolloCorte-bpel-xtext-ea979a6/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.xtext,LolloCorte-bpel-xtext-ea979a6/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/Domainmodel.xtext,LolloCorte-bpel-xtext-ea979a6/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext","LolloCorte-bpel-xtext-ea979a6/org.eclipse.xtext.example.arithmetics/src/org/eclipse/xtext/example/arithmetics/Arithmetics.mwe2,LolloCorte-bpel-xtext-ea979a6/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/GenerateDomainmodelLanguage.mwe2,LolloCorte-bpel-xtext-ea979a6/org.xtext.example.mydsl/src/org/xtext/example/mydsl/GenerateMyDsl.mwe2",null
sciolizer,xtext-sandbox,"nbhusare-Xtext-sandbox-df34250/org.nb.xtext.example.hyperlink.entitydsl/bin/org/nb/xtext/example/hyperlink/entitydsl/EntityDsl.xtext,nbhusare-Xtext-sandbox-df34250/org.nb.xtext.example.hyperlink.entitydsl/src/org/nb/xtext/example/hyperlink/entitydsl/EntityDsl.xtext,nbhusare-Xtext-sandbox-df34250/org.neclipse.xtext.validator.example.clazzdsl/bin/org/neclipse/xtext/validator/example/clazzdsl/ClazzDsl.xtext,nbhusare-Xtext-sandbox-df34250/org.neclipse.xtext.validator.example.clazzdsl/src/org/neclipse/xtext/validator/example/clazzdsl/ClazzDsl.xtext,nbhusare-Xtext-sandbox-df34250/org.neclipse.xtext.validator.example.funcdsl/bin/org/neclipse/xtext/validator/example/funcdsl/FuncDsl.xtext,nbhusare-Xtext-sandbox-df34250/org.neclipse.xtext.validator.example.funcdsl/src/org/neclipse/xtext/validator/example/funcdsl/FuncDsl.xtext,nbhusare-Xtext-sandbox-df34250/org.xtext.example.mydsl/bin/org/xtext/example/mydsl/MyDsl.xtext,nbhusare-Xtext-sandbox-df34250/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext","nbhusare-Xtext-sandbox-df34250/org.nb.xtext.example.hyperlink.entitydsl/bin/org/nb/xtext/example/hyperlink/entitydsl/GenerateEntityDsl.mwe2,nbhusare-Xtext-sandbox-df34250/org.nb.xtext.example.hyperlink.entitydsl/src/org/nb/xtext/example/hyperlink/entitydsl/GenerateEntityDsl.mwe2,nbhusare-Xtext-sandbox-df34250/org.neclipse.xtext.validator.example.clazzdsl/bin/org/neclipse/xtext/validator/example/clazzdsl/GenerateClazzDsl.mwe2,nbhusare-Xtext-sandbox-df34250/org.neclipse.xtext.validator.example.clazzdsl/src/org/neclipse/xtext/validator/example/clazzdsl/GenerateClazzDsl.mwe2,nbhusare-Xtext-sandbox-df34250/org.neclipse.xtext.validator.example.funcdsl/bin/org/neclipse/xtext/validator/example/funcdsl/GenerateFuncDsl.mwe2,nbhusare-Xtext-sandbox-df34250/org.neclipse.xtext.validator.example.funcdsl/src/org/neclipse/xtext/validator/example/funcdsl/GenerateFuncDsl.mwe2,nbhusare-Xtext-sandbox-df34250/org.xtext.example.mydsl/bin/org/xtext/example/mydsl/GenerateMyDsl.mwe2,nbhusare-Xtext-sandbox-df34250/org.xtext.example.mydsl/src/org/xtext/example/mydsl/GenerateMyDsl.mwe2","nbhusare-Xtext-sandbox-df34250/org.xtext.example.mydsl.tests/resultA.mydsl,nbhusare-Xtext-sandbox-df34250/org.xtext.example.mydsl.tests/resultB.mydsl,nbhusare-Xtext-sandbox-df34250/org.xtext.example.mydsl.tests/resultC.mydsl,nbhusare-Xtext-sandbox-df34250/org.xtext.example.mydsl.tests/resultA.mydsl,nbhusare-Xtext-sandbox-df34250/org.xtext.example.mydsl.tests/resultB.mydsl,nbhusare-Xtext-sandbox-df34250/org.xtext.example.mydsl.tests/resultC.mydsl"
denschu,xtext-whitespace,denschu-xtext-whitespace-43da0be/com.denschu.xtext.whitespace/src/com/denschu/xtext/whitespace/MyDsl.xtext,denschu-xtext-whitespace-43da0be/com.denschu.xtext.whitespace/src/com/denschu/xtext/whitespace/GenerateMyDsl.mwe2,null
pablitar,claseXtext,"pablitar-claseXtext-f5ba684/edu.tadp.firewall/bin/edu/tadp/firewall/Firewalll.xtext,pablitar-claseXtext-f5ba684/edu.tadp.firewall/src/edu/tadp/firewall/Firewalll.xtext","pablitar-claseXtext-f5ba684/edu.tadp.firewall/bin/edu/tadp/firewall/GenerateFirewalll.mwe2,pablitar-claseXtext-f5ba684/edu.tadp.firewall/bin/edu/tadp/firewall/generator/FirewalllGeneratorMWE.mwe2,pablitar-claseXtext-f5ba684/edu.tadp.firewall/src/edu/tadp/firewall/GenerateFirewalll.mwe2,pablitar-claseXtext-f5ba684/edu.tadp.firewall/src/edu/tadp/firewall/generator/FirewalllGeneratorMWE.mwe2",null
